,Company,TypeName,Inches,Ram,OpSys,Weight,Cpu_Manufacturer,Cpu_Type,Cpu_GHz,Gpu_Manufacturer,Memory_Type,Memory_Size,Price
485,Lenovo,Notebook,14.0,8,Windows 10,1.75,Intel,Corei5,1.6,Intel,SSD,256.0,55890.72
486,Dell,Workstation,15.6,16,Windows 10,2.17,Intel,Corei7,2.7,Nvidia,SSD,512.0,124568.64
487,Dell,Notebook,15.6,16,Windows 10,2.06,Intel,Corei7,2.8,Nvidia,SSD,512.0,101178.72
488,Lenovo,Ultrabook,12.5,16,Windows 10,1.36,Intel,Corei7,2.7,Intel,SSD,512.0,95797.44
490,Lenovo,Notebook,15.6,8,Windows 10,2.3,Intel,Corei5,2.5,Nvidia,SSD,256.0,53918.82719999999
491,Toshiba,Ultrabook,13.3,32,Windows 10,1.05,Intel,Corei7,2.7,Intel,SSD,512.0,149130.72
492,Asus,Gaming,15.6,8,Windows 10,1.99,Intel,Corei7,2.8,Nvidia,HDD,1152.0,71928.0
493,Acer,Notebook,15.6,8,Windows 10,2.2,AMD,A10,2.5,AMD,HDD,1024.0,30849.12
495,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,Intel,Corei5,2.3,Intel,SSD,180.0,58554.72
496,Lenovo,Notebook,15.6,8,Windows 10,2.17,Intel,Corei7,1.8,Intel,SSD,256.0,47893.39199999999
497,HP,Notebook,14.0,8,Windows 10,1.48,Intel,Corei7,2.8,Intel,SSD,1024.0,93186.72
498,Lenovo,Notebook,13.3,8,Windows 10,1.4,Intel,Corei3,2.4,Intel,SSD,256.0,50562.72
499,Lenovo,Notebook,15.6,8,Windows 10,2.3,Intel,Corei5,2.5,Intel,SSD,256.0,48538.08
500,Asus,Netbook,11.6,4,Windows 10 S,1.2,Intel,CeleronDual,1.1,Intel,Storage,64.0,18115.2
501,HP,Notebook,15.6,8,Windows 10,1.91,Intel,Corei5,2.5,AMD,SSD,256.0,32979.7872
502,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,Intel,Corei5,1.6,Intel,SSD,256.0,85194.72
503,Lenovo,Notebook,14.0,4,Windows 10,2.1,Intel,CeleronDual,1.1,Intel,HDD,500.0,15930.72
504,Lenovo,Netbook,11.6,4,Chrome OS,1.25,Intel,CeleronDual,1.6,Intel,SSD,16.0,14119.2
505,Lenovo,Notebook,13.3,8,Windows 10,1.44,Intel,Corei5,2.5,Intel,SSD,256.0,50562.72
506,Asus,Notebook,15.6,8,Windows 10,2.0,Intel,Corei7,2.7,Intel,HDD,1280.0,65214.72
507,Acer,Notebook,15.6,4,Windows 10,2.2,Intel,Corei5,1.6,Nvidia,HDD,1024.0,32660.64
508,HP,Ultrabook,13.3,8,Windows 10,1.34,Intel,Corei7,2.7,Intel,SSD,512.0,70489.44
509,Lenovo,Gaming,15.6,8,No OS,2.4,Intel,Corei7,2.8,Nvidia,HDD,1280.0,61218.72
510,Dell,Ultrabook,13.3,8,Windows 10,1.29,Intel,Corei5,2.5,Intel,SSD,128.0,47898.72
511,Acer,Notebook,15.6,4,Windows 10,2.2,Intel,Corei7,2.7,Nvidia,HDD,500.0,34045.92
512,Dell,Notebook,15.6,8,Windows 10,2.18,Intel,Corei5,2.5,Intel,HDD,1024.0,44542.08
513,Dell,Notebook,15.6,16,Windows 10,2.2,Intel,Corei7,1.8,AMD,HDD,2304.0,64961.10719999999
514,Xiaomi,Notebook,15.6,16,No OS,1.95,Intel,Corei7,1.8,Nvidia,SSD,256.0,74589.336
515,Asus,Netbook,11.6,2,Windows 10,1.1,Intel,CeleronDual,1.1,Intel,Storage,32.0,13053.6
516,HP,Notebook,15.6,4,Windows 10,2.04,Intel,Corei5,1.6,Intel,HDD,1024.0,27783.9216
517,Asus,Gaming,15.6,24,Windows 10,2.24,Intel,Corei7,2.8,Nvidia,SSD,512.0,158135.04
518,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei5,2.5,Nvidia,SSD,256.0,47365.92
519,Asus,Gaming,17.3,16,Windows 10,3.0,Intel,Corei7,2.8,Nvidia,HDD,1280.0,80133.12
520,Lenovo,Gaming,15.6,8,Windows 10,3.2,Intel,Corei7,2.8,Nvidia,HDD,1280.0,74538.72
521,HP,Ultrabook,13.3,8,Windows 10,1.32,Intel,Corei7,2.7,Intel,SSD,256.0,74538.72
522,Dell,Notebook,14.0,8,Windows 10,1.64,Intel,Corei5,2.6,Intel,SSD,256.0,68184.0144
523,HP,Notebook,15.6,4,Windows 10,1.63,Intel,Corei3,2.0,Intel,SSD,128.0,36709.92
524,Dell,Notebook,17.3,8,Linux,2.8,Intel,Corei5,1.6,AMD,HDD,1152.0,47365.92
525,Lenovo,Notebook,14.0,8,Windows 7,2.02,Intel,Corei5,2.3,Intel,SSD,256.0,71395.2
526,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,Corei7,2.7,Nvidia,HDD,1024.0,42570.72
527,Lenovo,Notebook,15.6,8,No OS,2.2,Intel,Corei3,2.0,Nvidia,HDD,2048.0,24455.52
528,Dell,Notebook,15.6,4,Windows 10,2.3,Intel,Corei5,2.5,AMD,HDD,500.0,31168.8
529,Dell,Notebook,15.6,8,Windows 10,1.9,Intel,Corei5,2.8,Intel,SSD,256.0,73366.56
530,Dell,Gaming,17.3,16,Windows 10,4.42,Intel,Corei7,2.8,Nvidia,HDD,1152.0,160520.3856
531,Toshiba,Notebook,15.6,8,Windows 10,2.0,Intel,Corei5,2.5,Intel,HDD,500.0,45820.8
532,Asus,Notebook,15.6,8,Windows 10,2.0,Intel,Corei7,2.7,Nvidia,HDD,1280.0,69210.72
533,Mediacom,Notebook,13.3,4,Windows 10,1.2,Intel,CeleronQuad,1.1,Intel,SSD,32.0,19660.32
534,Asus,Gaming,15.6,8,Windows 10,2.3,Intel,Corei5,2.5,Nvidia,HDD,1152.0,87858.72
535,Dell,Notebook,15.6,8,Windows 10,1.93,Intel,Corei7,2.8,Nvidia,SSD,256.0,72940.31999999999
536,Dell,Notebook,15.6,8,Windows 10,2.2,Intel,Corei5,1.6,AMD,SSD,256.0,42486.0048
537,HP,Notebook,15.6,4,Windows 10,1.86,Intel,PentiumQuad,1.6,Intel,SSD,256.0,21258.1872
538,HP,Gaming,17.3,12,Windows 10,2.62,Intel,Corei7,2.8,Nvidia,HDD,1024.0,95850.72
539,Lenovo,Notebook,14.0,8,Windows 10,1.87,Intel,Corei7,2.7,Nvidia,SSD,256.0,45767.52
540,Dell,Ultrabook,13.3,8,Windows 10,1.2,Intel,Corei7,1.8,Intel,SSD,256.0,74538.72
541,Dell,Notebook,14.0,4,Windows 10,1.6,Intel,Corei3,2.0,Intel,SSD,128.0,39207.1536
542,HP,Ultrabook,13.3,8,Windows 10,1.34,Intel,Corei7,2.7,Intel,SSD,256.0,61005.6
543,Acer,Gaming,15.6,8,Linux,2.4,Intel,Corei5,2.5,Nvidia,HDD,1024.0,42517.44
544,Asus,Notebook,15.6,4,Windows 10,2.0,AMD,E,1.8,AMD,HDD,500.0,18594.72
545,HP,Notebook,15.6,4,Windows 10,2.1,Intel,Corei3,2.4,Intel,SSD,128.0,37589.04
546,Lenovo,Notebook,14.0,4,Windows 10,1.87,Intel,Corei5,2.5,Intel,HDD,500.0,41824.8
547,Lenovo,Notebook,15.6,4,No OS,2.15,Intel,Corei5,2.3,Intel,HDD,1024.0,24634.008
548,HP,Notebook,15.6,4,Windows 10,1.86,Intel,Corei3,2.0,Intel,HDD,500.0,21152.16
549,Lenovo,Notebook,15.6,8,Windows 10,1.99,Intel,Corei7,2.7,Intel,SSD,512.0,92121.12
550,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,Corei3,2.0,Intel,SSD,128.0,26586.72
551,Dell,Notebook,15.6,8,Windows 10,1.9,Intel,Corei5,2.5,Intel,SSD,256.0,59513.2272
552,Dell,Gaming,17.3,16,Windows 10,4.42,Intel,Corei7,2.8,Nvidia,HDD,1280.0,143802.72
553,HP,Notebook,17.3,8,Windows 10,2.65,Intel,Corei3,2.0,Intel,HDD,1024.0,28992.312
554,HP,Notebook,17.3,8,Windows 10,2.63,Intel,Corei7,2.7,Nvidia,HDD,1024.0,68198.4
555,Asus,Notebook,15.6,4,Linux,2.0,Intel,CeleronDual,1.1,Intel,HDD,500.0,11934.72
556,Mediacom,Notebook,13.3,4,Windows 10,1.35,Intel,Atomx5,1.44,Intel,Storage,32.0,13586.4
557,Lenovo,Notebook,17.3,6,Windows 10,2.8,Intel,Corei7,2.7,Nvidia,HDD,1152.0,50562.72
558,HP,Notebook,15.6,6,Windows 10,1.91,AMD,A10,2.5,AMD,SSD,128.0,30310.992
559,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei3,2.0,AMD,HDD,1024.0,32921.712
560,Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,Intel,CeleronDual,2.0,Intel,Storage,32.0,18594.72
561,Lenovo,Notebook,15.6,4,Windows 10,2.05,Intel,Corei3,2.7,Intel,SSD,128.0,33566.4
562,HP,Ultrabook,13.3,16,Windows 10,1.16,Intel,CoreM,1.2,Intel,SSD,512.0,104695.2
564,Asus,Notebook,15.6,8,Windows 10,2.5,Intel,Corei5,2.5,Nvidia,HDD,1152.0,44701.92
565,Dell,Ultrabook,13.3,8,Windows 10,1.21,Intel,Corei5,1.6,Intel,SSD,128.0,85194.72
566,Dell,Notebook,15.6,4,Windows 10,1.93,Intel,Corei5,2.6,Intel,HDD,500.0,51095.52
567,Fujitsu,Notebook,15.6,8,Windows 10,2.2,Intel,Corei5,2.5,Intel,HDD,1024.0,39373.92
568,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,PentiumQuad,1.1,Intel,HDD,500.0,18328.32
569,Lenovo,Notebook,14.0,4,Windows 10,2.02,Intel,Corei5,2.5,Intel,HDD,500.0,52747.2
570,HP,Workstation,17.3,8,Windows 10,3.14,Intel,Corei5,2.8,Nvidia,HDD,500.0,99153.5472
572,HP,Notebook,15.6,6,Windows 10,1.95,AMD,A9,3.0,AMD,SSD,256.0,34578.72
573,Lenovo,Notebook,15.6,8,Windows 10,2.3,Intel,Corei5,2.5,Intel,SSD,256.0,44222.4
574,Lenovo,Notebook,15.6,4,Windows 10,2.05,Intel,Corei5,1.6,Intel,HDD,500.0,36496.8
575,Mediacom,Notebook,14.0,4,Windows 10,1.4,Intel,Atomx5,1.44,Intel,SSD,32.0,13266.72
576,Toshiba,Ultrabook,14.0,16,Windows 10,1.24,Intel,Corei7,2.7,Intel,SSD,512.0,99367.2
577,Lenovo,Gaming,17.3,32,Windows 10,4.6,Intel,Corei7,2.7,Nvidia,HDD,1280.0,141884.63999999998
578,MSI,Gaming,17.3,16,Windows 10,4.14,Intel,Corei7,2.9,Nvidia,HDD,1536.0,145401.12
579,Dell,Notebook,15.6,8,Linux,2.2,Intel,Corei7,2.7,AMD,SSD,256.0,39907.2528
580,Mediacom,Notebook,14.0,4,Windows 10,1.45,Intel,CeleronQuad,1.1,Intel,SSD,32.0,20725.92
581,Dell,Notebook,15.6,8,Windows 10,1.9,Intel,Corei5,2.6,Intel,HDD,500.0,53733.94559999999
582,HP,Notebook,13.3,4,Windows 10,1.49,Intel,Corei3,2.4,Intel,SSD,128.0,38308.32
583,Dell,Notebook,15.6,16,Windows 10,1.93,Intel,Corei7,2.8,Nvidia,SSD,256.0,81912.13919999999
584,Dell,Netbook,11.6,4,Chrome OS,1.26,Intel,CeleronDual,1.6,Intel,Storage,16.0,15717.6
586,HP,Gaming,17.3,16,Windows 10,3.78,Intel,Corei7,2.8,Nvidia,HDD,1280.0,79813.44
587,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,Intel,Corei7,2.6,Intel,SSD,256.0,89137.44
588,Lenovo,Notebook,15.6,12,Windows 10,2.2,Intel,Corei7,1.8,Intel,HDD,1024.0,32447.52
589,Asus,Gaming,17.3,8,Windows 10,2.73,Intel,Corei5,2.5,Nvidia,HDD,1152.0,94305.6
590,Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,Intel,Corei5,2.5,Intel,HDD,1024.0,39373.92
591,Lenovo,Notebook,15.6,12,Windows 10,2.2,AMD,A12,3.6,AMD,SSD,512.0,50562.72
593,Samsung,Notebook,15.6,16,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1152.0,90522.72
594,Lenovo,Notebook,17.3,4,No OS,2.8,Intel,Corei3,2.0,Intel,HDD,500.0,28185.12
595,Lenovo,Notebook,15.6,8,Windows 10,2.29,Intel,Corei3,2.3,Intel,HDD,1024.0,24455.52
596,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,Intel,Corei7,2.7,Intel,SSD,512.0,107892.0
597,Lenovo,Notebook,14.0,8,Windows 10,1.7,Intel,Corei5,2.5,Intel,SSD,256.0,78534.72
598,Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,Intel,Corei5,2.5,Intel,SSD,256.0,88977.59999999999
599,Dell,Workstation,15.6,8,Windows 10,2.06,Intel,Corei7,2.8,Nvidia,SSD,256.0,93932.64
600,HP,Notebook,15.6,8,Windows 10,1.84,Intel,Corei7,2.7,Intel,SSD,256.0,64948.32
601,HP,Notebook,15.6,4,Windows 10,2.1,Intel,Corei3,2.4,Intel,HDD,500.0,35616.6144
602,Acer,Notebook,14.0,4,Windows 10,1.6,Intel,CeleronQuad,1.1,Intel,Storage,32.0,17529.12
603,MSI,Gaming,17.3,16,Windows 10,4.14,Intel,Corei7,2.7,Nvidia,HDD,1152.0,117162.72
604,Dell,Notebook,15.6,4,Linux,2.18,Intel,Corei3,2.0,AMD,HDD,1024.0,24775.2
605,MSI,Gaming,15.6,16,Windows 10,1.8,Intel,Corei7,2.8,Nvidia,HDD,2304.0,122490.72
606,Toshiba,Notebook,15.6,8,Windows 10,2.2,Intel,Corei7,2.5,Intel,SSD,256.0,74538.72
607,Lenovo,Notebook,15.6,6,Windows 10,2.4,Intel,Corei5,2.5,Intel,HDD,1024.0,30049.92
608,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,Intel,Corei7,2.8,Intel,SSD,256.0,69210.72
609,Acer,Notebook,14.0,4,Windows 10,1.6,Intel,PentiumQuad,1.6,Intel,Storage,128.0,18594.72
610,Lenovo,Notebook,15.6,32,Windows 10,2.5,Intel,XeonE3,3.1,Nvidia,SSD,1024.0,261018.72
611,Dell,Gaming,15.6,16,Windows 10,2.59,Intel,Corei7,2.6,Nvidia,HDD,1024.0,46833.6528
612,Dell,Notebook,15.6,4,Linux,2.18,Intel,Corei3,2.0,Intel,HDD,1024.0,23650.992
613,Dell,Notebook,15.6,4,Linux,2.25,Intel,Corei3,2.0,Intel,HDD,1024.0,19127.52
614,Dell,Notebook,15.6,4,Linux,1.93,Intel,Corei5,2.6,Intel,HDD,500.0,46300.32
615,Asus,Gaming,17.3,8,Windows 10,3.0,Intel,Corei7,2.8,Nvidia,HDD,1152.0,62231.04
616,Dell,Notebook,15.6,4,Linux,2.18,Intel,Corei5,2.5,AMD,SSD,128.0,30316.32
617,HP,Ultrabook,15.6,8,Windows 10,1.84,Intel,Corei7,2.7,Intel,SSD,512.0,74005.92
618,MSI,Gaming,15.6,16,Windows 10,2.94,Intel,Corei7,2.8,Nvidia,HDD,1280.0,120831.5808
619,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,Intel,CeleronQuad,1.6,Intel,Storage,32.0,20193.12
620,HP,Notebook,14.0,8,Windows 10,2.31,Intel,Corei5,2.6,Intel,SSD,256.0,59886.72
621,Lenovo,Notebook,14.0,8,Windows 7,1.65,Intel,Corei5,2.3,Intel,SSD,256.0,78055.2
622,Dell,Notebook,15.6,4,Windows 10,2.2,Intel,Corei5,1.6,AMD,HDD,1024.0,41345.28
623,Fujitsu,Notebook,15.6,8,Windows 10,2.2,Intel,Corei5,2.5,Intel,SSD,256.0,42570.72
624,HP,Notebook,15.6,4,Windows 7,1.88,Intel,Corei5,2.3,Intel,HDD,500.0,49656.96
625,Lenovo,Notebook,15.6,8,Windows 10,2.2,Intel,Corei7,2.7,Nvidia,HDD,1024.0,47898.72
626,Mediacom,Notebook,14.0,2,Windows 10,1.4,Intel,Atomx5,1.44,Intel,Storage,32.0,12733.92
627,Lenovo,Notebook,15.6,4,No OS,2.2,Intel,Corei5,2.5,Intel,SSD,128.0,24935.04
628,Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,Intel,Corei5,2.5,Intel,HDD,1024.0,34046.4528
629,Dell,Notebook,15.6,8,Windows 10,2.0,Intel,Corei7,2.8,Nvidia,SSD,256.0,96969.6
630,Asus,Ultrabook,14.0,16,Windows 10,1.1,Intel,Corei7,2.7,Intel,SSD,512.0,101232.0
631,Dell,Gaming,15.6,16,Windows 10,2.62,Intel,Corei7,2.8,Nvidia,HDD,1280.0,78801.12
632,Lenovo,Notebook,15.6,4,Windows 10,1.8,Intel,Corei5,1.6,Intel,SSD,256.0,44169.12
633,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,Corei3,2.0,Nvidia,HDD,1024.0,30849.12
634,Asus,Notebook,15.6,8,Windows 10,2.0,Intel,CeleronDual,1.1,Intel,HDD,1024.0,21258.72
635,Asus,Notebook,15.6,8,Windows 10,1.99,Intel,Corei5,2.5,Nvidia,HDD,1024.0,48304.7136
636,Dell,Ultrabook,13.3,8,Windows 10,1.23,Intel,Corei5,1.6,Intel,SSD,256.0,99580.32
637,Lenovo,Notebook,14.0,2,Windows 10,1.42,Intel,CeleronDual,1.6,Intel,Storage,32.0,13266.72
638,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,Intel,Corei7,2.7,Intel,SSD,256.0,93635.3376
639,Dell,Notebook,15.6,16,Windows 10,2.06,Intel,Corei7,2.8,Nvidia,SSD,1024.0,127818.72
640,Lenovo,Gaming,15.6,8,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1152.0,59087.52
643,Asus,Gaming,15.6,8,No OS,2.5,Intel,Corei7,2.8,Nvidia,HDD,1024.0,62284.32
644,Acer,Notebook,15.6,4,Windows 10,2.4,Intel,Corei3,2.0,Intel,HDD,500.0,23976.0
645,Lenovo,Notebook,14.0,4,Windows 10,1.43,Intel,CeleronDual,1.6,Intel,Storage,32.0,14598.72
646,Acer,Ultrabook,14.0,8,Windows 10,1.8,Intel,Corei5,2.5,Intel,SSD,256.0,48964.32
647,Razer,Gaming,14.0,16,Windows 10,1.95,Intel,Corei7,2.8,Nvidia,SSD,256.0,138474.72
648,Toshiba,Notebook,13.3,8,Windows 10,1.2,Intel,Corei5,2.3,Intel,SSD,256.0,64628.64
649,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,Intel,Corei7,2.7,Intel,SSD,256.0,84395.52
651,Acer,Gaming,15.6,8,Linux,2.4,Intel,Corei5,2.5,Nvidia,HDD,1024.0,37775.52
652,Dell,Ultrabook,13.3,8,Windows 10,1.2,Intel,Corei5,1.6,Intel,SSD,256.0,77250.672
653,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei7,2.8,Nvidia,HDD,1152.0,63499.10399999999
654,HP,Notebook,15.6,4,No OS,1.86,Intel,Corei3,2.0,Intel,HDD,500.0,19441.872
655,Toshiba,Notebook,15.6,8,Windows 10,2.0,Intel,Corei5,2.5,Intel,HDD,500.0,56689.92
656,Dell,Notebook,15.6,8,Windows 10,2.2,Intel,Corei7,1.8,AMD,SSD,256.0,48964.32
657,Dell,Notebook,15.6,16,Windows 10,2.2,Intel,Corei7,1.8,AMD,HDD,2304.0,60472.8
658,Lenovo,Gaming,15.6,8,Windows 10,3.31,Intel,Corei7,2.6,Nvidia,HDD,1152.0,63722.88
659,Dell,Gaming,17.3,32,Windows 10,4.42,Intel,Corei7,2.8,Nvidia,HDD,1536.0,167691.8736
660,Dell,Notebook,14.0,8,Windows 10,1.56,Intel,Corei5,2.4,Intel,SSD,256.0,65481.12
661,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,CeleronDual,1.1,Intel,HDD,500.0,22324.32
662,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,Corei5,2.3,Intel,HDD,500.0,28504.8
663,HP,Notebook,15.6,6,Windows 10,2.04,Intel,Corei3,2.0,AMD,HDD,1024.0,28717.92
664,MSI,Gaming,17.3,8,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1152.0,79215.1056
665,Toshiba,Notebook,15.6,4,Windows 10,2.1,Intel,Corei3,2.1,Intel,SSD,128.0,26533.44
666,Dell,Notebook,15.6,8,Windows 10,2.06,Intel,Corei5,2.5,Intel,HDD,1024.0,50882.4
667,HP,Notebook,15.6,8,Windows 10,2.1,Intel,Corei7,2.7,AMD,HDD,1024.0,39693.6
668,Toshiba,Notebook,15.6,8,Windows 10,2.0,Intel,Corei5,2.5,Intel,SSD,256.0,67026.23999999999
669,Acer,Notebook,15.6,4,Linux,2.1,Intel,Corei3,2.0,Intel,SSD,128.0,21951.36
670,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,Intel,Corei7,2.8,Intel,SSD,256.0,99519.048
671,Lenovo,Notebook,15.6,8,Windows 10,1.9,Intel,Corei5,2.5,AMD,HDD,1152.0,43580.376
672,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,Intel,Corei5,2.5,Intel,SSD,256.0,55091.52
673,Lenovo,Notebook,15.6,4,Windows 10,2.2,AMD,E,2.2,AMD,SSD,128.0,18594.72
674,HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,Intel,Corei3,2.4,Nvidia,SSD,128.0,37242.72
675,MSI,Gaming,15.6,16,Windows 10,2.4,Intel,Corei7,2.8,Nvidia,HDD,1280.0,68944.31999999999
676,Asus,Ultrabook,14.0,8,Windows 10,1.1,Intel,Corei5,2.5,Intel,SSD,256.0,60472.8
677,HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,Intel,CeleronDual,1.1,Intel,Storage,64.0,26373.6
678,LG,Ultrabook,15.6,8,Windows 10,1.09,Intel,Corei7,1.8,Intel,SSD,512.0,122490.72
679,Acer,Gaming,15.6,16,Windows 10,2.5,Intel,Corei5,2.5,Nvidia,SSD,256.0,69210.72
680,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei5,2.5,Nvidia,SSD,256.0,53168.112
681,Asus,Notebook,15.6,4,Windows 10,1.86,Intel,CeleronDual,1.1,Intel,SSD,128.0,22324.32
682,Dell,Gaming,15.6,16,Windows 10,3.21,Intel,Corei5,2.5,Nvidia,HDD,1152.0,109277.28
683,HP,Notebook,17.3,4,Windows 10,2.5,Intel,Corei3,2.0,AMD,SSD,256.0,37242.72
685,Dell,Gaming,15.6,16,Windows 10,3.49,Intel,Corei7,2.9,Nvidia,HDD,1280.0,149916.6
686,HP,Notebook,15.6,4,Windows 10,1.86,Intel,Corei5,2.5,AMD,HDD,500.0,32639.8608
687,Dell,Notebook,15.6,4,Windows 10,2.2,Intel,Corei3,2.0,AMD,HDD,1024.0,29073.297599999994
688,HP,Notebook,17.3,6,Windows 10,2.65,AMD,A10,2.4,AMD,HDD,2048.0,30316.32
689,Lenovo,Notebook,15.6,4,Windows 10,2.1,Intel,CeleronDual,1.6,Intel,HDD,500.0,16943.04
690,Acer,Notebook,14.0,4,Chrome OS,1.45,Intel,CeleronDual,1.6,Intel,Storage,32.0,19980.0
691,Lenovo,Notebook,14.0,4,Windows 10,1.7,Intel,Corei5,2.5,Intel,SSD,256.0,37242.72
692,HP,Workstation,17.3,8,Windows 10,3.14,Intel,Corei7,2.8,Nvidia,HDD,500.0,101657.7072
693,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,Intel,Corei7,2.7,Intel,SSD,256.0,137995.19999999998
694,Toshiba,Notebook,13.3,8,Windows 10,1.5,Intel,Corei5,2.5,Intel,SSD,256.0,51841.44
695,Acer,Netbook,11.6,4,Windows 10,1.4,Intel,CeleronDual,1.6,Intel,Storage,32.0,14332.32
696,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,Intel,Corei7,2.7,Intel,SSD,512.0,93186.72
697,Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,Intel,CoreM,0.9,Intel,Storage,64.0,35644.32
698,Toshiba,Ultrabook,13.3,16,Windows 10,1.36,Intel,Corei7,2.5,Intel,SSD,512.0,100006.56
699,HP,Notebook,15.6,4,Windows 10,2.1,Intel,Corei7,2.7,AMD,HDD,500.0,36709.92
700,Dell,Gaming,15.6,8,Windows 10,2.56,Intel,Corei5,2.5,Nvidia,HDD,1024.0,43636.32
701,Lenovo,Notebook,15.6,4,Windows 10,2.2,AMD,A9,2.9,AMD,SSD,256.0,21258.72
702,Lenovo,Notebook,15.6,8,Windows 10,2.2,AMD,A12,3.6,AMD,HDD,1024.0,22857.12
703,Lenovo,Notebook,15.6,4,Windows 10,2.1,Intel,Corei5,2.5,Intel,HDD,2048.0,33110.856
704,Lenovo,Notebook,15.6,4,No OS,1.9,Intel,Corei3,2.0,Intel,HDD,500.0,23976.0
705,Dell,Notebook,15.6,8,Windows 10,2.18,Intel,Corei5,2.5,Intel,SSD,256.0,42357.6
706,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,Intel,Corei5,1.6,Intel,SSD,256.0,53226.72
707,Lenovo,Workstation,15.6,16,Windows 7,2.18,Intel,Corei7,2.5,Nvidia,SSD,512.0,98834.4
708,Lenovo,Notebook,14.0,8,Windows 10,1.8,Intel,Corei5,2.3,Intel,SSD,256.0,63456.48
709,HP,Notebook,17.3,6,Windows 10,2.71,AMD,A10,2.5,AMD,HDD,2048.0,34898.932799999995
710,Lenovo,Gaming,15.6,8,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1152.0,66546.72
711,Dell,Notebook,14.0,8,Linux,1.64,Intel,Corei5,2.8,Nvidia,SSD,256.0,58021.92
712,Dell,Notebook,15.6,8,Linux,1.98,Intel,Corei5,2.5,Intel,HDD,1024.0,38681.28
713,Asus,Notebook,14.0,4,Windows 10,1.5,Intel,CeleronDual,1.1,Intel,Storage,32.0,15877.44
714,Dell,Notebook,15.6,16,Windows 10,1.93,Intel,Corei5,2.6,Intel,SSD,512.0,76012.44480000001
715,Lenovo,Notebook,14.0,8,Windows 10,1.87,Intel,Corei5,2.5,Nvidia,SSD,256.0,45664.6896
716,Dell,Notebook,15.6,8,Windows 10,1.9,Intel,Corei5,2.6,Intel,SSD,256.0,62817.12
717,Lenovo,Notebook,15.6,4,Windows 10,2.19,AMD,A6,2.0,AMD,HDD,500.0,15877.44
719,HP,Notebook,17.3,8,Windows 10,2.63,Intel,Corei7,2.7,Nvidia,SSD,256.0,63936.0
720,Lenovo,Ultrabook,14.0,8,Windows 10,1.17,Intel,Corei7,2.5,Intel,SSD,512.0,89864.1792
721,HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,Intel,Corei5,2.5,Intel,SSD,256.0,44574.048
722,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,Intel,Corei5,2.5,Intel,SSD,256.0,79866.72
723,Dell,Gaming,17.3,32,Windows 10,4.36,Intel,Corei7,2.8,Nvidia,HDD,2048.0,194972.832
724,MSI,Gaming,17.3,8,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1152.0,71847.0144
725,Lenovo,Notebook,15.6,4,No OS,1.9,Intel,Corei5,2.5,Intel,HDD,1024.0,26101.872
726,Dell,Notebook,15.6,8,Windows 10,2.2,Intel,Corei5,1.6,AMD,HDD,1152.0,38308.32
727,Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,Intel,Corei3,2.4,Intel,HDD,1024.0,34578.72
728,Dell,Notebook,15.6,8,Linux,2.32,Intel,Corei5,2.5,AMD,HDD,1024.0,31409.6256
